"Tank #","Facility ID",Capacity,Status,Substance,"Tank Material","Date Installed",Atg,Delete
2,1-090065,10000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",01/01/1990,"Plus UL",
3,1-090065,8000,Active,"Premium Gasoline","Cathodically Protected Steel (Galvanic)",01/01/1990,"Prem UL",
4,1-090065,10000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1990,Diesel,
1,1-090066,1000,Closure,Diesel,Unknown,01/01/1971, ,
2,1-090066,2000,Closure,"Regular Gasoline",Unknown,01/01/1971, ,
3,1-090066,500,Closure,"Regular Gasoline",Unknown,01/01/1971, ,
1,1-090067,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1970, ,
2,1-090067,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1970, ,
1,1-090068,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
2,1-090068,8000,Closure,Diesel,"Asphalt Coated or Bare Steel",12/22/1988, ,
3,1-090068,500,Closure,"Used Oil","Asphalt Coated or Bare Steel",12/22/1988, ,
4,1-090068,500,Closure,"Used Oil","Asphalt Coated or Bare Steel",12/22/1988, ,
5,1-090068,10000,Closure,"Not Listed","Asphalt Coated or Bare Steel",12/22/1988, ,
6,1-090068,10000,Closure,"Not Listed","Asphalt Coated or Bare Steel",12/22/1988, ,
1,1-090069,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",03/01/1984, ,
2,1-090069,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",03/01/1984, ,
3,1-090069,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",03/01/1984, ,
4,1-090069,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",04/01/1965, ,
1,1-090070,0,Closure,"Regular Gasoline",Unknown,12/22/1988, ,
2,1-090070,0,Closure,"Regular Gasoline",Unknown,12/22/1988, ,
1,1-090071,1000,Closure,"Regular Gasoline",Unknown,01/01/1978, ,
2,1-090071,550,Closure,"Regular Gasoline",Unknown,01/01/1978, ,
1,1-090072,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1975, ,
2,1-090072,6000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1960, ,
3,1-090072,4000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1960, ,
4,1-090072,2000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1960, ,
6,1-090072,12000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",04/10/1998, ,
7A,1-090072,6000,Active,"Premium Gasoline","Cathodically Protected Steel (Galvanic)",04/10/1998, ,
7B,1-090072,4000,Active,Diesel,"Cathodically Protected Steel (Galvanic)",04/10/1998, ,
1,1-090073,8000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1983, ,
2,1-090073,3000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1983, ,
3,1-090073,1500,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1981, ,
4,1-090073,500,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1981, ,
5,1-090073,1000,Active,"Used Oil","Asphalt Coated or Bare Steel",01/01/1976, ,
6,1-090073,1000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1991, ,
7A,1-090073,10000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",12/01/1998,"Tank 2",
7B,1-090073,5000,Active,"Premium Gasoline","Fiberglass Reinforced Plastic",12/01/1998,"Tank 1",
1,1-090074,550,Closure,"Regular Gasoline",Unknown,01/01/1976, ,
1,1-090075,600,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
2,1-090075,600,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
1,1-090076,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1977, ,
2,1-090076,1500,Closure,"Regular Gasoline",Unknown,01/01/1977, ,
3,1-090076,1000,Closure,"Regular Gasoline",Unknown,01/01/1977, ,
1,1-090077,4000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1977, ,
2,1-090077,6000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1977, ,
3,1-090077,6000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1977, ,
1,1-090078,12000,Closure,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",01/01/1986, ,
2,1-090078,12000,Closure,Diesel,"Cathodically Protected Steel (Galvanic)",01/01/1986, ,
3,1-090078,12000,Closure,Diesel,"Cathodically Protected Steel (Galvanic)",01/01/1986, ,
4,1-090078,12000,Closure,"Premium Gasoline","Cathodically Protected Steel (Galvanic)",01/01/1986, ,
5,1-090078,12000,Closure,Diesel,"Cathodically Protected Steel (Galvanic)",01/01/1986, ,
6,1-090078,12000,Closure,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",06/01/1985, ,
7,1-090078,8000,Closure,Diesel,"Cathodically Protected Steel (Galvanic)",06/01/1985, ,
8,1-090078,5000,Closure,"Offroad Diesel","Cathodically Protected Steel (Galvanic)",06/01/1987, ,
1,1-090079,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1966, ,
1,1-090080,1000,Active,"Regular Gasoline",Unknown,12/22/1988, ,
2,1-090080,1000,Active,"Regular Gasoline",Unknown,12/22/1988, ,
3,1-090080,500,Active,"Regular Gasoline",Unknown,12/22/1988, ,
4,1-090080,6000,Active,Empty,"Composite (Steel w/ FRP)",05/15/2004, ,
1,1-090081,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",06/01/1971, ,
2,1-090081,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1966, ,
3,1-090081,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",06/01/1976, ,
4,1-090081, ,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1966, ,
5,1-090081,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",06/01/1976, ,
6,1-090081,500,Closure,"New Motor Oil","Asphalt Coated or Bare Steel",07/01/1980, ,
7,1-090081,500,Closure,"New Motor Oil","Asphalt Coated or Bare Steel",07/01/1980, ,
8,1-090081,500,Closure,"New Motor Oil","Asphalt Coated or Bare Steel",07/01/1980, ,
9,1-090081,12000,Closure,Diesel,"Cathodically Protected Steel (Impressed Current)",07/01/1987, ,
1,1-090082,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",05/01/1976, ,
1,1-090083,4000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1981, ,
2,1-090083,2000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
3,1-090083,2000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
4A,1-090083,6000,Active,"Premium Gasoline","Cathodically Protected Steel (Galvanic)",04/01/1992, ,
4B,1-090083,4000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",04/01/1992,1,
1,1-090084,560,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1966, ,
1,1-090085,300,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1968, ,
2,1-090085,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
1,1-090086,4000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1956, ,
1,1-090087,1000,Closure,"Regular Gasoline",Unknown,01/01/1976, ,
1,1-090088,1000,Closure,"Regular Gasoline","Not Listed",01/01/1976, ,
1,1-090089,1000,Closure,"Regular Gasoline",Unknown,01/01/1976, ,
1,1-090091,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1974, ,
3,1-090092,550,Closure,"Not Listed","Asphalt Coated or Bare Steel",01/01/1968, ,
4,1-090092,1000,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1968, ,
5,1-090092,1000,Closure,"Not Listed","Asphalt Coated or Bare Steel",01/01/1968, ,
1,1-090093,300,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",06/01/1984, ,
1,1-090094,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",06/01/1960, ,
2,1-090094,1000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",05/01/1986, ,
3,1-090094,1000,Closure,Diesel,"Cathodically Protected Steel (Impressed Current)",05/01/1986, ,
4,1-090094,550,Closure,"Used Oil","Fiberglass Reinforced Plastic",05/01/1986, ,
1,1-090095,550,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1978, ,
2,1-090095,350,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1966, ,
1,1-090096,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1980, ,
2,1-090096,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1980, ,
3,1-090096,12000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1980, ,
1,1-090098,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
1,1-090099,2000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1955, ,
2,1-090099,4000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1953, ,
1,1-090100,200,Closure,Kerosene,"Asphalt Coated or Bare Steel",12/22/1988, ,
2,1-090100,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
1,1-090101,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1975, ,
1,1-090102,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1980, ,
2,1-090102,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1980, ,
3,1-090102,1000,Closure,"Not Listed","Asphalt Coated or Bare Steel",01/01/1952, ,
4,1-090102,1000,Closure,"Not Listed","Asphalt Coated or Bare Steel",01/01/1952, ,
1,1-090103,12000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1979,T1,
2,1-090103,8000,Active,"Premium Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1979,T2,
3,1-090103,6000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1979,T3,
4,1-090103,4000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1979, ,
5,1-090103,4000,Active,Diesel,"Asphalt Coated or Bare Steel",01/01/1979, ,
6,1-090103,2000,Active,"Not Listed","Asphalt Coated or Bare Steel",01/01/1979, ,
1,1-090105,1000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
2,1-090105,1000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
3,1-090105,1000,Active,"Not Listed","Asphalt Coated or Bare Steel",01/01/1971, ,
4,1-090105,1000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
5,1-090105,15000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",04/01/1997,T1,
1,1-090106,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1975, ,
2,1-090106,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1975, ,
3,1-090106,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1975, ,
4,1-090106,500,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1961, ,
5,1-090106,500,Closure,Kerosene,"Asphalt Coated or Bare Steel",01/01/1961, ,
1,1-090107,550,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1971, ,
2,1-090107,550,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
2,1-090108,500,Closure,"Not Listed",Unknown,01/01/1946, ,
3,1-090108,2000,Closure,"Not Listed",Unknown,01/01/1956, ,
1,1-090109,10000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",05/01/1974,"T1 Diesel",
2,1-090109,10000,Active,Empty,"Cathodically Protected Steel (Impressed Current)",05/01/1974,Ineligible,
3,1-090109,10000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",05/01/1974,"T3 No Lead",
4,1-090109,8000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",05/01/1974,"T5 No lead",
5,1-090109,8000,Active,"E10 Premium","Cathodically Protected Steel (Impressed Current)",05/01/1974,"T6 Premium",
6,1-090109,4000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",06/01/1972, ,
7,1-090109,4000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",09/01/1978, ,
8,1-090109,4000,Active,Diesel,"Asphalt Coated or Bare Steel",09/01/1978, ,
9,1-090109,4000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",09/01/1978, ,
10,1-090109,4000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",09/01/1978, ,
11,1-090109,2000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1968, ,
12,1-090109,2000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1968, ,
1,1-090110,500,Closure,"Regular Gasoline",Unknown,12/22/1988, ,
2,1-090110,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
1,1-090111,3000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",09/25/1991, ,
2,1-090111,4000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",09/25/1991, ,
3,1-090111,5000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",09/25/1991, ,
4,1-090111,6000,Active,"Premium Gasoline","Cathodically Protected Steel (Galvanic)",09/25/1991,3,
5,1-090111,10000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",09/25/1991,1,
6,1-090111,10000,Active,Diesel,"Cathodically Protected Steel (Galvanic)",09/25/1991,2,
1,1-090112,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",05/01/1984, ,
2,1-090112,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",05/01/1984, ,
3,1-090112,10000,Active,Diesel,"Asphalt Coated or Bare Steel",05/01/1984, ,
4,1-090112,7000,Active,"Regular Gasoline","Composite (Steel w/ FRP)",07/01/1993,T1,
5,1-090112,6000,Active,"Premium Gasoline","Composite (Steel w/ FRP)",07/01/1993,T2,
6,1-090112,6000,Active,Diesel,"Composite (Steel w/ FRP)",07/01/1993,T3,
7,1-090112,6000,Active,"Regular Gasoline","Composite (Steel w/ FRP)",07/01/1993,T4,
8,1-090112,10000,Active,Diesel,"Composite (Steel w/ FRP)",05/02/2002,T5,
9,1-090112,5000,Active,"Offroad Diesel","Composite (Steel w/ FRP)",05/02/2002,T6,
1,1-090113,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1961, ,
2,1-090113,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1961, ,
1,1-090114,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1985, ,
1,1-090115,10000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",07/01/1987,T1,
2,1-090115,10000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",07/01/1987,T2,
3A,1-090115,6000,Active,"Premium Gasoline","Fiberglass Reinforced Plastic",04/01/1994,T3,
3B,1-090115,4000,Active,Diesel,"Fiberglass Reinforced Plastic",04/01/1994,T4,
1,1-090116,10000,Active,Diesel,"Asphalt Coated or Bare Steel",01/01/1978, ,
2,1-090116,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1978, ,
3,1-090116,4000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1973, ,
4,1-090116,4000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1973, ,
5,1-090116,5000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1973, ,
8,1-090116,15000,Active,Diesel,"Composite (Steel w/ FRP)",12/01/1997, ,
6A,1-090116,12000,Active,"Regular Gasoline","Composite (Steel w/ FRP)",01/01/1996, ,
6B,1-090116,8000,Active,"Regular Gasoline","Composite (Steel w/ FRP)",01/01/1996, ,
9A,1-090116,15000,Active,"E10 Regular","Composite (Steel w/ FRP)",01/01/2003,Regular,
9B,1-090116,5000,Active,"E10 Premium","Composite (Steel w/ FRP)",01/01/2003,Premium,
10A,1-090116,15000,Active,Diesel,"Composite (Steel w/ FRP)",01/01/2003,Diesel,
10B,1-090116,5000,Active,"Offroad Diesel","Composite (Steel w/ FRP)",01/01/2003,"Off Road",
1,1-090117,12000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",08/01/1984,"12000 g dsl",
2,1-090117,10000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",08/01/1984,"10000 g dsl",
3,1-090117,10000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",08/01/1984,"10000 g reg u/l",
4,1-090117,12000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",08/01/1984,"12000 g reg u/l",
5,1-090117,10000,Active,"E10 Premium","Cathodically Protected Steel (Impressed Current)",08/01/1984,"10000 g prem",
6,1-090117,10000,Active,"Offroad Diesel","Cathodically Protected Steel (Impressed Current)",08/01/1984,"10000 g off rd",
7,1-090117,2000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",08/01/1984, ,
8,1-090117,4000,Active,"Premium Gasoline","Fiberglass Reinforced Plastic",08/21/2019,"4k NEP",
1,1-090118,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1979, ,
2,1-090118,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1979, ,
1,1-090119,500,Active,Diesel,"Asphalt Coated or Bare Steel",12/22/1988, ,
2,1-090119,500,Active,Diesel,"Composite (Steel w/ FRP)",09/01/1989, ,
DT2,1-090119,10,Active,Diesel,"Asphalt Coated or Bare Steel",09/01/1989, ,
1,1-090120,2000,Closure,"Regular Gasoline",Unknown,01/01/1979, ,
2,1-090120,500,Closure,"Regular Gasoline",Unknown,01/01/1979, ,
1,1-090121,10000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",08/01/1986,"Tank 2",
2,1-090121,10000,Active,"Premium Gasoline","Cathodically Protected Steel (Galvanic)",08/01/1986,"Tank 3",
3,1-090121,550,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1977, ,
4,1-090121,0,Active,"Not Listed","Not Listed",12/22/1988, ,
5,1-090121,0,Active,"Not Listed","Not Listed",12/22/1988, ,
6,1-090121,5000,Active,Diesel,"Composite (Steel w/ FRP)",08/01/1997,"Tank 1",
1,1-090122,6000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",04/01/1983, ,
2,1-090122,6000,Closure,"Regular Gasoline","Composite (Steel w/ FRP)",04/01/1998, ,
1,1-090125,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1967, ,
2,1-090125,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1967, ,
1,1-090126,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1970, ,
1,1-090128,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1970, ,
1,1-090129,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1968, ,
2,1-090129,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1968, ,
3,1-090129,500,Closure,"Not Listed","Asphalt Coated or Bare Steel",01/01/1968, ,
6,1-090600,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1982, ,
7,1-090600,6000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1982, ,
8,1-090600,4000,Closure,"Regular Gasoline","Not Listed",12/22/1988, ,
1,1-090601,2000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",04/01/1986, ,
2,1-090601,2000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",04/01/1986, ,
1,1-090602,750,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
1,1-090603,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1961, ,
2,1-090603,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1961, ,
1,1-090604,550,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
2,1-090604,550,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
3,1-090604,1000,Closure,"Not Listed","Asphalt Coated or Bare Steel",01/01/1976, ,
4,1-090604,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
1,1-090605,10000,Active,Diesel,"Fiberglass Reinforced Plastic",07/01/1987,T4,
2,1-090605,10000,Active,"Offroad Diesel","Fiberglass Reinforced Plastic",07/01/1987,T3,
3,1-090605,10000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",07/01/1987,T2,
4,1-090605,6000,Active,"Premium Gasoline","Fiberglass Reinforced Plastic",07/01/1987,T1,
1,1-090606,10000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",05/01/1990,Regular,
2,1-090606,2000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1985, ,
1,1-090607,12000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",01/01/1986, ,
2,1-090607,10000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1986, ,
3,1-090607,6000,Active,"Premium Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1986, ,
4,1-090607,15000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",05/29/2014,Tank#1,
5A,1-090607,7000,Active,"Premium Gasoline","Fiberglass Reinforced Plastic",05/29/2014,Tank#2,
5B,1-090607,8000,Active,Diesel,"Fiberglass Reinforced Plastic",05/29/2014,Tank#3,
1,1-090608,0,Closure,"Not Listed",Unknown,12/22/1988, ,
2,1-090608,0,Closure,"Not Listed",Unknown,12/22/1988, ,
3,1-090608,0,Closure,"Not Listed",Unknown,12/22/1988, ,
4,1-090608,0,Closure,"Not Listed",Unknown,12/22/1988, ,
5,1-090608,0,Closure,"Not Listed",Unknown,12/22/1988, ,
6,1-090608,0,Closure,"Not Listed",Unknown,12/22/1988, ,
1,1-090609,12000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",01/01/1986,T3,
2,1-090609,12000,Active,"E10 Premium","Cathodically Protected Steel (Impressed Current)",01/01/1986,T1,
3,1-090609,6000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1986,T2,
1,1-090610,4000,Active,"Regular Gasoline","Composite (Steel w/ FRP)",10/01/1991,T2,
