"Facility ID","Facility Name","Owner Name","Facility Address","Facility Zip","Facility Status","Facility Type","Facility Phone",City,"Last Inspection",Latitude,Longitude,"Date Certified","Drinking Water Source","UST ID"
1-090110,"IDAHO DEPARTMENT OF LANDS (1)","IDAHO DEPARTMENT OF LANDS","HWY 200 AT WESTWOOD",83864,Closure,"State Government",,SANDPOINT, ,48.26246000,-116.57480000,08/08/1991,Yes,167
1-090111,"DAIRY DEPOT","JAY VANDENBERG","1105 DOVER HWY",83864,Active,"Gas Station",,SANDPOINT,12/31/2024,48.26956000,-116.56296000,05/28/2003,Yes,168
1-090112,"LACLEDE STORE","Fay & Judy Howley","14663 HWY 2 W",83841,Active,"Gas Station",,LACLEDE,1/17/2023,48.17088000,-116.75388000,09/11/2006,Yes,169
1-090113,"TOM LOW","TOM LOW","STAR RT BOX 161",83848,Closure,"Not Listed",,NORDMAN, ,48.63074000,-116.91801000,05/13/1986,Yes,170
1-090114,"DON FIEDLER","DON FIEDLER","BOX 390",83822,Closure,Other,,OLDTOWN, ,48.18068000,-116.99029000,12/17/1991,Yes,171
1-090115,"E-Z STOP","AJR, LLC- Jessey Nagra","26742 HWY 41",83804,Active,"Gas Station",,BLANCHARD,3/14/2024,48.01913000,-116.99078000,07/29/1994,Yes,172
1-090116,"Sand Creek Schweitzer Conoco","SAND CREEK PONDERAY ENTERPRISES","477000 HWY 95 N",83852,Active,"Gas Station",,PONDERAY,3/15/2022,48.30847000,-116.54663000,03/15/2004,Yes,4503
1-090117,"TRAVEL AMERICA PLAZA","PACIFIC NORTHWEST FUEL","468810 HWY 95",83860,Active,"Gas Station",,SAGLE,4/24/2024,48.20364000,-116.56563000,10/23/1991,Yes,173
1-090118,"PRIEST LAKE AREA OFFICE","IDAHO DEPARTMENT OF LANDS","CAVANAUGH BAY 132",83821,Closure,"State Government",,COOLIN, ,,,12/12/1994,Yes,174
1-090119,"Little Blacktail Microwave (1920)","Northwest Fiber LLC dba Ziply Fiber","LT:48 0540/LG:116 33 12/2",83813,Active,Utilities,,COCOLALLA,8/30/2023,48.09406000,-116.55454000,12/13/1991,Yes,175
1-090120,"PEND OREILLE SHORES PARTNERSHIP","PEND OREILLE SHORES PARTNERSHIP","219 PEND OREILLE",83836,Closure,"Not Listed",,HOPE, ,48.22850000,-116.27602000,10/17/1989,Yes,176
1-090121,"Clark Fork Chevron","Ley Anne Merica,Clark Fork Chevron LLC","214 W 4TH AVE",83811,Active,"Gas Station",,"CLARK FORK",9/18/2024,48.14683000,-116.17821000,06/05/1999,Yes,177
1-090122,"HARBOR MARINA","ABCD Homebuilders LLC","1835 GARFIELD BAY RD",83860,Closure,Marina,,SAGLE,5/13/2021,48.18308000,-116.43093000,04/07/1998,Yes,178
1-090125,"PRIEST LAKE STATE PARK (PARK STORE)","ID DEPT OF PARKS & RECREATION-Operations","423 INDIAN CREEK BAY",83821,Closure,"State Government",,COOLIN, ,48.61483000,-116.83111000,10/07/1998,Yes,179
1-090126,"FALLS RANGER STATION","IDAHO PANHANDLE NAT'L FOREST","HWY 57",83856,Closure,"Federal Non-Military",,"PRIEST RIVER", ,48.28145000,-116.95598000,10/03/1990,Yes,180
1-090128,"BISMARK WORK CENTER","IDAHO PANHANDLE NAT'L FOREST","HWY 57",83856,Closure,"Federal Non-Military",,"PRIEST RIVER", ,48.64132000,-116.97423000,07/10/1990,Yes,181
1-090129,"ROD'S SINCLAIR - UNOCAL","MOUNTAIN WEST SAVINGS BANK","520 5TH AVE",83864,Closure,"Gas Station",,SANDPOINT, ,48.27773000,-116.55311000,10/25/1990,Yes,182
1-090600,"MUZZY OIL CO","DAVE DALBY","815 DOVER HWY, 815 Hwy 2 West",83864,Closure,"Gas Station",,SANDPOINT, ,48.27181900,-116.55802500,07/08/1991,Yes,183
1-090601,"ANCHOR GAS & BOAT STORAGE","CLYDE SHOOPMAN","775 GARFIELD BAY RD",83860,Active,"Gas Station",,SAGLE,5/13/2021,48.19029000,-116.44586000,05/22/1999,Yes,184
1-090602,"IDAHO TRANSPORTATION DEPT","IDAHO TRANSPORTATION DEPARTMENT","HWY 95 MP 461.5",83813,Closure,"State Government",,COCOLALLA, ,48.10781000,-116.61733000,02/27/1992,Yes,185
1-090603,"R W ELLIOTT","R W ELLIOTT,R.W. ELLIOTT","ALBANY & CHURCH ST",83856,Closure,"Not Listed",,"PRIEST RIVER", ,48.18044000,-116.91041000,04/26/1991,Yes,186
1-090604,"KANIKSO RESORT","HOWARD H GATLIN,HOWARD H. GATLIN","KANIKSO RESORT",83856,Closure,Other,,"PRIEST RIVER", ,48.63444000,-116.86575000,09/13/1990,Yes,187
1-090605,"CITY SERVICE PACIFIC PRIDE","City Service Valcon, LLC","HWY 41 & PINE ST",83822,Active,Commercial,,OLDTOWN,7/22/2024,48.18234000,-117.03903000,07/08/1991,Yes,188
1-090606,"PRIEST LAKE MARINA","KEITH E SPENKEL","6515 W LAKESHORE RD",83856,Active,Marina,"(208) 443-2405","PRIEST RIVER",4/11/2022,48.56278000,-116.92777000,02/19/2004,Yes,189
1-090607,"Speedway #9460","TRMC Retail LLC","82 HWY 2",83822,Active,"Gas Station",,OLDTOWN,3/28/2023,48.18433000,-117.03788000,03/18/2014,Yes,190
1-090608,"DOVER MILL","SHAMROCK-INVESTMENTS CO","DOVER MILL RD",83825,Closure,Industrial,,DOVER, ,48.24601600,-116.60845200,,Yes,191
1-090609,"Priest River Corner Store","LJ Priest River Inc.,Lisa Hellinger","101 9th ST",83856,Active,"Gas Station",,"PRIEST RIVER",1/17/2023,48.18096000,-116.91614000,04/25/2005,Yes,192
1-090610,"SCHWEITZER MTN RESORT","Husky Operations Inc","10000 SCHWEITZER MTN RD",83864,Active,Commercial,,SANDPOINT,1/9/2025,48.36740000,-116.62119000,09/23/2002,Yes,193
1-090611,"ALVIN HUNT","ALVIN HUNT","1953 HWY 95 S",83813,Closure,"Gas Station",,COCOLALLA, ,48.10763000,-116.61741000,05/06/1993,Yes,194
1-090612,"HI HOPES MARKET","GARY W TIPPS,GARY W. TIPPS","620 WELLINGTON",83836,Closure,"Gas Station",,HOPE, ,48.24310000,-116.30061000,05/05/2002,Yes,4504
1-090613,"FORMER DOCK N SHOP","Echo VanderWal","212 RAILROAD AVE",83856,Closure,Marina,,"PRIEST RIVER", ,48.17773000,-116.90716000,01/18/2006,Yes,195
1-090614,"VINSON TIMBER CO","GLACIER PARK CO","HWY 200",83840,Closure,"Not Listed",,KOOTENAI, ,48.30829000,-116.52351000,08/10/1990,Yes,196
1-090615,"MARY'S BEAUTY SHOP","MARY SLINGER","RT 4 BOX 180, 1 MI EAST OLDTOWN",83822,Closure,Other,,OLDTOWN, ,48.16538300,-117.02219900,11/11/1993,Yes,197
1-090618,"OLD COLBURN EXXON (MAYBERRY)","IDAHO TRANSPORTATION DEPARTMENT,IDAHO DEPT OF TRANSPORTATION","HWY 95",83865,Closure,"State Government",,COLBURN, ,,,11/23/1993,Yes,199
1-090619,"CAPTAINS TABLE","ART STEELE","6855 GARFIELD BAY RD",83864,Closure,Other,,SANDPOINT, ,48.18572000,-116.43027000,04/07/1994,Yes,200
1-090620,"HOPE MARINE SERVICES","PAM & RICK AULETTA","47392 HWY 200",83836,Active,Marina,,HOPE,1/8/2025,48.22896000,-116.27591000,03/15/1994,Yes,201
1-090621,"WILLOW BAY MARINA & RESORT","Willow Bay Marina and RV Resort LLC,Ron E. Amundson","520 WILLOW BAY RD",83856,Active,Marina,,"PRIEST RIVER",7/18/2024,48.15202000,-116.76770000,07/22/2003,Yes,202
1-090622,"SAGLE SCHELL RD MAINT FACILITY","BONNER COUNTY ROAD DEPT","SCHELL RD",83860,Closure,"Local Government",,SAGLE, ,48.20132000,-116.58029000,06/16/1994,Yes,203
1-090623,"BOTTLE BAY RESORT","Julie Houske","115 RESORT RD",83860,Active,Marina,208-265-0951,SAGLE,9/3/2024,48.23759000,-116.44519000,09/09/2001,Yes,204
1-090624,"PARSON MARINA","FRANK PARSONS/PARSON MARINA,FRANK PARSONS","1005 W ALBENI RD",83856,Closure,Commercial,,"PRIEST RIVER", ,48.18040000,-116.91856000,12/08/1994,Yes,205
1-090625,"TRI CON BOLT","LUTHER E QUIGLEY","330 S HWY 95",83813,Closure,Commercial,,COCOLALLA, ,48.12466300,-116.61051100,06/05/1995,Yes,206
1-090626,"HUETT CENTER","DAVID SMYLY","CHURCH AND HIGH ST",83856,Closure,Commercial,,"PRIEST RIVER", ,48.17988000,-116.91054000,06/15/1995,Yes,207
1-090627,"BNRR - CLARK FORK MICROWAVE SITE","BURLINGTON NORTHERN RR CO","4 MI AT 152.8 DEG FRM",83811,Closure,Other,,"CLARK FORK", ,48.09343000,-116.13672000,07/21/1995,Yes,208
1-090628,"CITY OF SANDPOINT - POTW","CITY OF SANDPOINT","723 S ELLA",83864,Closure,"Local Government",,SANDPOINT, ,48.26369700,-116.56130200,08/06/1995,Yes,209
1-090629,"Chevron at the Bridge","AGC ENTERPRISES LLC","210 E SUPERIOR ST",83864,Active,"Gas Station",,SANDPOINT,12/18/2024,48.27052000,-116.54565000,02/13/2001,Yes,210
1-090630,"BONNER COUNTY SCHOOL DIST #82","BONNER COUNTY SCHOOL DIST #82","1700 BALDY RD",83864,Closure,"Gas Station","(208) 263-4137",SANDPOINT, ,48.28898000,-116.57072000,02/13/1996,Yes,4109
1-090632,"CLYDE E SMITH","CLYDE SMITH","121 LARCH ST",83856,Closure,Other,,"PRIEST RIVER", ,48.18135000,-116.90233000,09/29/1997,Yes,4160
1-090633,"CLARK FORK BEVERAGE","Michele Tammaro","218 N 4TH ST",83811,Active,"Gas Station","(208) 263-7511","CLARK FORK",9/18/2024,48.14544000,-116.17548000,01/01/2004,Yes,4205
1-090634,"CO Energy","Brad Bell,CO-Energy/Connell Oil Inc","135 CEDAR ST",83856,Active,"Gas Station",,"PRIEST RIVER",1/19/2023,48.17851000,-116.90609000,06/04/1998,Yes,3808
1-090635,"VAL GRIGGS","VAL GRIGGS","3600 N HWY 200 E",83852,Closure,"Gas Station",,PONDERAY, ,48.30702000,-116.53270000,06/22/1998,Yes,3822
1-090636,"WATERFRONT EXPRESS INC","Sang Lee","209 E SUPERIOR",83864,Active,"Gas Station",,SANDPOINT,3/3/2022,48.27093000,-116.54548000,07/21/1998,Yes,4483
1-090638,"PACK RIVER GENERAL STORE","Alex Jacabson","1587 RAPID LIGHTNING RD",83864,Active,"Gas Station","(208) 263-2409",SANDPOINT,12/20/2024,48.36480000,-116.40772000,08/04/1998,Yes,4545
1-090639,"ALPINE MOTORS","ALPINE MOTORS","476749 HWY 95",83864,Closure,"Auto Dealership","(208) 263-2118",SANDPOINT, ,48.30419000,-116.54527000,08/11/1998,Yes,4546
1-090640,"SELKIRK MOTEL","JOHN HALLO","1201 ALBENI RD",83856,Closure,Commercial,"(208) 448-1112","PRIEST RIVER", ,48.17977000,-116.91914000,09/02/1998,Yes,4556
1-090641,"DUANE RANDOLF","DUANE RANDOLPH","1014 W JEFFERSON",83856,Closure,Residential,"(208) 448-2163","PRIEST RIVER", ,48.18275000,-116.91985000,09/02/1998,Yes,4560
1-090642,"Spirit Lake HICO","IVAN SLEIGHT (Estate)","21904 N HWY 41",83869,Active,"Gas Station",,"SPIRIT LAKE",9/23/2024,47.99159000,-116.88070000,11/09/1998,Yes,4620
1-090643,"FORMER TEXACO STATION","SANDPOINT INVESTMENTS","415 CEDAR",83864,Closure,"Gas Station",,SANDPOINT, ,48.27588000,-116.55387000,11/12/1998,Yes,4621
1-090644,"DALBY'S EXXON","DAVE DALBY","120 CEDAR",83864,Closure,"Not Listed",,SANDPOINT, ,48.27631000,-116.54838000,,Yes,4631
1-090645,"ELKS GOLF COURSE","ELKS GOLF COURSE","HWY 200 E",83852,Closure,Other,,PONDERAY, ,48.29360000,-116.54502000,03/11/1999,Yes,4676
1-090646,"SAMUELS STORE","Arlana DUNKEL","486260 HWY 95 N",83864,Active,"Gas Station",,SANDPOINT,3/30/2023,48.42822000,-116.49526000,05/05/2003,Yes,4691
1-090648,"WASTE WATER TREATMENT FACILITY","CITY OF PRIEST RIVER","WISCONSIN ST",83856,Closure,"Not Listed","(208) 448-2385","PRIEST RIVER", ,48.17791000,-116.90891000,03/08/1999,Yes,4816
1-090649,"Bird Space Technology Lodge","Forrest M. Bird Trust","15655 GLENGARY BAY RD",83860,Closure,"Aircraft Owner","(208) 263-2549",SAGLE,1/11/2016,48.21570000,-116.36451000,02/26/1999,Yes,4789
1-090650,"CO-OP GAS AND SUPPLY 4","CO-OP GAS & SUPPLY","125 TIBBETTS LN",83864,Active,"Gas Station","(208) 263-6820",SANDPOINT,7/24/2024,48.29701000,-116.54676000,08/26/2002,Yes,4785
1-090651,"TESORO WEST COAST MIRASTAR # 62018","TESORO REFINING & MARKETING COMPANY LLC","476995 HWY 95",83852,Closure,"Gas Station",,PONDERAY, ,48.30774000,-116.54563000,10/21/2010,Yes,4031
1-090652,"ELMIRA STORE","ED COOK","490870 HWY 95",83864,Closure,"Gas Station",,SANDPOINT, ,48.48939000,-116.45809000,09/19/2003,Yes,4229
1-090654,"CX RANCH/JAMES E WHITE ESTATE","CX RANCH/JAMES E. WHITE ESTATE","PO BOX 528",83811,Closure,Farm,"(208) 266-0381","CLARK FORK", ,48.11685900,-116.18091800,,Yes,4271
1-090655,"CDS STONERIDGE ASSOCIATION LAND, L.C.","CDS STONERIDGE ASSOCIATION LAND, L.C.","364 STONERIDGE RD",83804,Closure,Commercial,,BLANCHARD, ,48.01024000,-116.99669000,12/14/2004,Yes,4344
1-090656,"Harold's IGA","Panhandle State Bank","5th Ave & Church St",83864,Closure,"Not Listed",,SANDPOINT, ,,,07/13/2006,Yes,5617
1-090657,"Bonner General Hospital","Bonner General Hospital","520 North 3rd Ave",83864,Closure,Hospital,,SANDPOINT,9/20/2018,48.27772300,-116.54951400,03/26/2007,Yes,5728
1-090658,"Dover Bay Marina","Dover Bay Marina LLC","651 Lakeshore",83825,Active,Marina,,DOVER,3/24/2023,48.24437800,-116.61400600,04/01/2008,Yes,5971
1-090659,"Dover Post Office","Dover Investments LLC","102 N 4TH ST",83825,Closure,"Gas Station",,DOVER, ,,,07/20/2010,Yes,6245
1-090660,"Ken Hagman","Ken Hagman","799 Hagman Rd",83848,Closure,Contractor,,NORDMAN, ,,,10/12/2010,Yes,6793
1-090661,"Mitchell's Harvest Foods","Mitchell's Group,Dave Moczulski","5535 Hwy 2",83856,Active,"Gas Station",,"PRIEST RIVER",4/23/2024,48.18092600,-116.92229500,06/14/2013,Yes,7158
1-090662,"Coleman Oil","COLEMAN OIL CO, LLC","1520 BALDY PARK RD",83864,Active,"Petroleum Distributor",,SANDPOINT,7/24/2024,48.28816200,-116.56591900,03/15/2012,Yes,7198
1-090663,"Bonner County School District White House", ,"228 S. Division",83864,Closure,School,,SANDPOINT, ,48.27089400,-116.56840000,,Yes,6b2a8ded-d31d-400a-b2e5-37daae59fcdb
1-090664,"Don Singzle", ,"PO Box 303",83860,Closure,Commercial,,SAGLE, ,,,,Yes,082cb2fc-f100-4baf-a47c-fcc7c2d76c03
1-090666,"Joslyn Manufacturing Company, LLC","Joslyn Manufacturing - Stephen Evanoff","Hwy 2 and East Railroad Ave",83856,Closure,Industrial,,"PRIEST RIVER", ,48.17720500,-116.90351600,,Yes,fb706dbf-b471-4c3e-a1c1-e6cbc3eff0ed
1-090667,"Super 1 Foods","Super 1 Foods","531 E. Hwy 2",83822,Active,"Gas Station",,OLDTOWN,4/19/2024,48.18733500,-117.02503000,,Yes,abe72577-77bb-4da0-b28b-c9f29daf5f3d
1-090668,"Timothy Trimble","Timothy Trimble","461422 Hwy 95",83813,Closure,Industrial,,COCOLALLA, ,48.10821200,-116.61926800,,Yes,2eb18339-5f73-4b0e-ae2e-3e6e5d64fb1f
1-110001,"HICO STATION","ELBERTA WALKER","JCT OF HWY 2 & 95",83805,Closure,"Not Listed",,"BONNERS FERRY", ,48.73176000,-116.29855000,,Yes,211
1-110002,"Nomnom #33","Par Hawaii, LLC","6723 MAIN ST",83805,Active,"Gas Station","(208) 267-7122","BONNERS FERRY",3/25/2022,48.68393000,-116.32071000,01/24/2001,Yes,212
1-110003,"BOUNDARY COUNTY AIRPORT","BOUNDRY COUNTY","HWY 2",83805,Closure,"Local Government",,"BONNERS FERRY", ,48.73048000,-116.29285000,05/01/2008,Yes,213
1-110004,"WI FOREST PRODUCTS","WI FOREST PRODUCTS","1001 W RIVERSIDE",83805,Closure,Industrial,,"BONNERS FERRY", ,48.69520000,-116.32431000,10/21/1991,Yes,214
1-110005,"GENE'S OK TIRE","David Winey","313 MAIN ST",83805,Active,"Gas Station",,"BONNERS FERRY",4/29/2022,48.69568000,-116.31160000,04/20/2010,Yes,215
1-110006,"ITD - BONNERS FERRY SHOP","IDAHO TRANSPORTATION DEPARTMENT","HWY 95 MP 505",83805,Closure,"State Government",,"BONNERS FERRY", ,48.66946000,-116.33644000,07/27/1995,Yes,216
1-110007,"NORTHERN LIGHTS WAREHOUSE","NORTHERN LIGHTS INC","HC 85 BOX 19",83805,Closure,Other,,"BONNERS FERRY", ,48.73279000,-116.29845000,04/28/1986,Yes,217
1-110008,"D AND P MOTORS INC","ARTHUR GAMBLIN","108 MAIN",83805,Closure,"Not Listed",,"BONNERS FERRY", ,48.69765000,-116.31208000,04/30/1986,Yes,218
1-110009,"BADGER PLUMBING & SUPPLY","BEN MEYERS,DEAN G RICHARDSON","6720 MAIN ST",83805,Closure,"Gas Station",,"BONNERS FERRY", ,48.68432000,-116.32109000,03/23/2000,Yes,219
1-110010,"SMITH CREEK WORK CENTER","IDAHO PANHANDLE NAT'L FOREST","FOREST RD 2454",83805,Closure,"Federal Non-Military",,"BONNERS FERRY", ,48.93084000,-116.65586000,04/17/1986,Yes,220
1-110011,"Shiloh Guard Station","IDAHO DEPARTMENT OF LANDS","BOUNDARY COUNTY RD 3
SE of US Hwy 95 South",83805,Closure,"State Government",,"BONNERS FERRY", ,48.54314000,-116.39632000,07/30/1991,Yes,221
1-110012,"SNYDER WORK CENTER","IDAHO PANHANDLE NAT'L FOREST","FOREST RD 211",83805,Closure,"Federal Non-Military",,"BONNERS FERRY", ,48.88510000,-116.16996000,04/17/1986,Yes,222
1-110013,"BONNERS FERRY RANGER STATION","IDAHO PANHANDLE NAT'L FOREST","RT 4 BOX 390",83805,Closure,"Federal Non-Military",,"BONNERS FERRY", ,48.67308000,-116.33851000,04/17/1986,Yes,223
1-110014,"KOOTENAI NATIONAL WILDLIFE REFUGE","US FISH & WILDLIFE SERVICE","WESTSIDE RD",83805,Closure,"Federal Non-Military",,"BONNERS FERRY", ,48.70916000,-116.41268000,08/27/1991,Yes,224
1-110015,"South Hill Qwik Stop","South Hill Qwik Stop","6856 MAIN",83805,Active,"Gas Station",,"BONNERS FERRY",3/23/2022,48.68785000,-116.31646000,07/31/2010,Yes,225
1-110016,"BONNERS FERRY POST CO INC","Rick Philbrook","2 miles east of junction of Hwy 95 and Hwy 2 northeast of Bonners Ferry",83805,Closure,Industrial,,"BONNERS FERRY", ,48.72916000,-116.25419000,07/12/1996,Yes,226
1-110017,"GTE-BONNERS FERRY CENTRAL OFFICE",VERIZON,"131 W VAN BUREN",83805,Closure,Utilities,,"BONNERS FERRY", ,48.68843000,-116.31805000,07/19/1995,Yes,227
1-110018,"Round Mountain Microwave (1930)","Northwest Fiber LLC dba Ziply Fiber","S OF BONNERS FERRY",83805,Active,Utilities,,"BONNERS FERRY",8/30/2023,48.58696000,-116.42394000,11/18/1991,Yes,228
1-110019,"Union Pacific Railroad (UPRR) Eastport Station","UNION PACIFIC RAILROAD","MP 140.8",83826,Closure,Railroad,,EASTPORT, ,49.00048000,-116.18242000,11/01/1991,Yes,229
1-110021,"Roger Myers","ROGER N MYERS,ROGER N. MYERS","COPELAND RD",83805,Closure,"Not Listed",,"BONNERS FERRY", ,48.90526000,-116.39606000,05/03/1986,Yes,230
1-110022,"Three Mile Corner Store","Manpreet Singh,Selkirk Investments Group LLC","510311 Hwy 95",83805,Active,"Gas Station",,"BONNERS FERRY",3/18/2024,48.73175000,-116.29837000,05/21/1997,Yes,231
1-110023,"BONNERS FERRY PRINTS 420","BURLINGTON NORTHERN RR CO","L S 36 1ST SUBD",83805,Closure,"Not Listed",,"BONNERS FERRY", ,48.73015000,-116.25454000,05/02/1986,Yes,232
1-110024,"BNRR - Moyie Springs Microwave","BURLINGTON NORTHERN RR CO","1ST SUBDIVISION",83845,Closure,Railroad,,"MOYIE SPRINGS", ,,,01/08/1992,Yes,4505
1-110025,"LOUISIANA PACIFIC CORP (3)","ZOLLINGER CONSTRUCTION, INC.","1/2 MI SW OF HWY 2",83845,Closure,Industrial,,"MOYIE SPRINGS", ,48.72314600,-116.19269500,12/23/1996,Yes,233
1-110026,"EASTPORT BORDER STATION","GENERAL SERVICES ADMINISTRATION","US BORDER STATION
US HWY 57",83826,Closure,"Federal Non-Military",,EASTPORT, ,49.00009000,-116.18127000,11/14/1997,Yes,234
1-110027,"PORTHILL BORDER STATION","GENERAL SERVICES ADMINISTRATION","US BORDER STATION, Hwy 1 N",83853,Active,"Federal Non-Military",,PORTHILL,5/4/2022,48.99912000,-116.49895000,12/07/1998,Yes,235
1-110028,"BONNERS FERRY ARMORY","IDAHO ARMY NATIONAL GUARD JFHQ-ID/JICE-EE","S HWY 95",83805,Closure,Other,,"BONNERS FERRY", ,48.67993000,-116.32754000,08/14/1991,Yes,236
1-110029,"SIMS IMPLEMENT CO INC","SIMS IMPLEMENT CO INC,HAROLD SIMS","1402 S MAIN",83805,Closure,Industrial,,"BONNERS FERRY", ,48.68102000,-116.32582000,11/15/1991,Yes,237
1-110030,"IDAHO DEPARTMENT OF LANDS (2)","IDAHO DEPARTMENT OF LANDS","HWY 95 S",83805,Closure,"State Government",,"BONNERS FERRY", ,48.67359000,-116.33493000,07/30/1991,Yes,238
1-110031,"CITY OF BONNERS FERRY","CITY OF BONNERS FERRY","104 S MAIN ST",83805,Closure,"Local Government",,"BONNERS FERRY", ,48.69775000,-116.31212000,07/30/1991,Yes,239
1-110032,"WASHINGTON STREET YARDS","CITY OF BONNERS FERRY","CITY STREET DEPARTMENT",83805,Closure,"Not Listed",,"BONNERS FERRY", ,48.69274000,-116.31007000,,Yes,240
1-110033,"CITY OF BONNERS FERRY","CITY OF BONNERS FERRY","104 S MAIN ST",83805,Closure,"Local Government",,"BONNERS FERRY", ,48.69774000,-116.31210000,07/30/1991,Yes,241
1-110034,"Jake's Junction","Lars Jacobson,Jake's Landing LLC","83 Trading Post Rd",83853,Active,"Gas Station",,PORTHILL,4/5/2022,48.99876000,-116.50125000,06/01/2009,Yes,242
1-110035,"BONNERS FERRY","UNION PACIFIC RAILROAD","MP 109.6 SECTION TOOL HOUSE",83805,Closure,Railroad,,"BONNERS FERRY", ,48.68588800,-116.39451200,11/01/1991,Yes,243
1-110036,"MOYIE SPRINGS","UNION PACIFIC RAILROAD",DEPOT,83845,Closure,Railroad,,"MOYIE SPRINGS", ,48.72794000,-116.18482000,11/01/1991,Yes,244
1-110600,"Moyie Springs Store","RJLK LLC,Amrik Singh","69794  HWY 2",83845,Active,"Gas Station",208-267-6266,"MOYIE SPRINGS",3/23/2022,48.73170000,-116.18356000,07/10/2003,Yes,245
1-110601,"TROY PARISH","TROY PARISH,TROY PARISH","HWY 2 EASTPORT",83826,Closure,"Gas Station",,EASTPORT, ,48.99784000,-116.18094000,10/11/1991,Yes,246
1-110602,"H E LADWIG","H E LADWIG,H.E. LADWIG","BOX 250",83826,Closure,"Gas Station",,EASTPORT, ,49.00026000,-116.18069000,09/21/1992,Yes,247
1-110603,"MISSION CREEK STORE","JEFFREY P GUTSHALL","HWY 1 - HCR 60 BOX 173 
MOUNT HALL, COPELAND AREA",83805,Closure,Commercial,,"BONNERS FERRY", ,48.90107000,-116.36876000,07/30/1995,Yes,248
1-110604,"BLACK MOUNTAIN STATION","UNION PACIFIC RAILROAD","BLACK MOUNTAIN STATION",83847,Closure,Railroad,,NAPLES, ,,,12/28/1989,Yes,249
1-110605,"Union Pacific Railroad (UPRR) Chevron","GENERAL FEED & GRAIN INC","324 3RD ST",83805,Closure,Industrial,,"BONNERS FERRY", ,48.69565000,-116.31531000,08/06/1993,Yes,250
1-110606,"Dyck's Oil & Auto Inc.","DYCK'S OIL AND AUTO, INC","6697 MAIN ST",83805,Active,"Petroleum Distributor",,"BONNERS FERRY",3/21/2024,48.68359000,-116.32137000,03/31/2008,Yes,251
1-110608,"FOUST INC","FOUST INC","HWY 95 & WENDELL ST SOUTH OF TOWN",83805,Closure,Other,,"BONNERS FERRY", ,48.69041000,-116.29274000,04/07/1993,Yes,253
1-110609,"H&N Radiator","WILLIAM NIXON & VICTOR RAE","314 MAIN ST",83805,Closure,"Gas Station",,"BONNERS FERRY", ,48.68575000,-116.31889000,08/06/1993,Yes,254
1-110610,"RUTH GRIFFIN","RUTH GRIFFIN","OLD HWY 2",83845,Closure,"Not Listed",,"MOYIE SPRINGS", ,48.72610000,-116.18979000,08/13/1993,Yes,255
1-110611,"AMMEX TAX & DUTY FREE SHOP","AMMEX TAX & DUTY FREE SHOPS","HWY 95",83826,Closure,"Gas Station",,EASTPORT, ,49.00028000,-116.18106000,08/04/1993,Yes,256
1-110612,"NAPLES GENERAL STORE","Laura Kimbal","OLD HWY 95",83847,Active,"Gas Station",,NAPLES,3/3/2022,48.56984000,-116.39408000,02/11/1994,Yes,257
1-110613,"Diversified Forest Products","DIVERSIFIED FOREST PRODUCTS","NAPLES MILL SITE",83847,Closure,Industrial,,NAPLES, ,48.57402000,-116.39568000,07/27/1992,Yes,258
1-110614,"DAVID L GAU","DAVID L GAU","HCR 62 BOX 130A",83845,Closure,Commercial,,"MOYIE SPRINGS", ,48.66144000,-116.07886000,04/12/1995,Yes,259
1-110615,"BNRR - MCARTHUR MICROWAVE","BURLINGTON NORTHERN RR CO","HIGHLAND FLATS RD",83847,Closure,Other,,NAPLES, ,48.52694400,-116.45166700,07/21/1995,Yes,260
1-110616,"Youngwirth Property","TIM YOUNGWIRTH,LEONARD AND TIM YOUNGWIRTH","7161 MAIN ST",83805,Closure,Utilities,,"BONNERS FERRY", ,48.69612000,-116.31167000,05/25/1996,Yes,4108
1-110618,"Mike's Auto Service","MIKE COOPER,Cliff Kramer","6831 MAIN",83805,Closure,"Gas Station",,"BONNERS FERRY", ,48.68696000,-116.31668000,03/14/1996,Yes,4188
1-110619,"Bonners Ferry Conoco","Chetan Singh (Sam),Sanah & Sahej LLC","6453 MAIN ST",83805,Active,"Gas Station",,"BONNERS FERRY",4/29/2022,48.67662000,-116.33138000,02/01/2013,Yes,4189
1-110621,"SOUTH HILL ONE STOP","Timothy Jay & Cheryl Wages","1106 S MAIN",83805,Closure,"Gas Station",,"BONNERS FERRY",5/29/2013,48.68591000,-116.31876000,01/22/2014,Yes,4750
1-110622,"Wild Horse Merchantile","Richard Yost","529503 Hwy 95",83805,Active,"Gas Station",,"BONNERS FERRY",6/24/2022,48.95210000,-116.25761000,10/04/2010,Yes,4859
1-110623,"Deon Hubbard Farm Property","DEON HUBBARD","BOUNDARY CREEK",83853,Closure,Farm,,PORTHILL, ,48.99996000,-116.51374000,05/26/1999,Yes,4790
1-110624,"Sam's Stop-N-Shop","AJR, LLC- Jessey Nagra","6603 MAIN",83805,Active,"Gas Station",,"BONNERS FERRY",3/18/2024,48.68086000,-116.32534000,06/22/2006,Yes,4849
